1528743650.110500,1,1,205,28.870000
1528743650.205439,3,1,205,28.690000
1528743653.097670,2,1,205,29.000000
1528743653.236902,1,1,205,28.870000
1528743653.330448,3,1,205,28.690000
1528743656.223573,2,1,205,29.000000
1528743656.363561,1,1,205,28.870000
1528743656.456838,3,1,205,28.690000
1528743659.349481,2,1,205,29.000000
1528743659.488612,1,1,205,28.870000
1528743659.582286,3,1,205,28.690000
1528743662.474950,2,1,205,29.060000
1528743662.613734,1,1,205,28.810000
1528743662.708990,3,1,205,28.690000
1528743665.600253,2,1,205,29.000000
1528743665.738896,1,1,205,28.870000
1528743665.833219,3,1,205,28.690000
1528743668.725437,2,1,205,29.000000
1528743668.864274,1,1,205,28.810000
1528743668.958806,3,1,205,28.690000
1528743671.850404,2,1,205,29.000000
1528743671.989214,1,1,205,28.810000
1528743672.085502,3,1,205,28.690000
1528743674.975744,2,1,205,29.000000
1528743675.114742,1,1,205,28.870000
1528743675.209330,3,1,205,28.690000
1528743678.101685,2,1,205,29.000000
1528743678.241077,1,1,205,28.870000
1528743678.334865,3,1,205,28.690000
1528743681.229149,2,1,205,29.000000
1528743681.366193,1,1,205,28.870000
1528743681.461443,3,1,205,28.690000
1528743684.355995,2,1,205,29.000000
1528743684.491506,1,1,205,28.810000
1528743684.586613,3,1,205,28.690000
1528743687.479770,2,1,205,29.000000
1528743687.617344,1,1,205,28.810000
1528743687.711164,3,1,205,28.690000
1528743690.604655,2,1,205,29.000000
1528743690.742695,1,1,205,28.870000
1528743690.836505,3,1,205,28.690000
1528743693.729811,2,1,205,29.000000
1528743693.868881,1,1,205,28.870000
1528743693.961612,3,1,205,28.690000
1528743696.855442,2,1,205,29.000000
1528743696.994129,1,1,205,28.810000
1528743697.089331,3,1,205,28.690000
1528743699.982866,2,1,205,29.000000
1528743700.119956,1,1,205,28.810000
1528743700.215463,3,1,205,28.690000
1528743703.107171,2,1,205,29.000000
1528743703.245773,1,1,205,28.870000
1528743703.340722,3,1,205,28.690000
1528743706.233063,2,1,205,29.000000
1528743706.371671,1,1,205,28.870000
1528743706.465959,3,1,205,28.690000
1528743709.358598,2,1,205,29.000000
1528743709.497700,1,1,205,28.810000
1528743709.592203,3,1,205,28.690000
1528743712.484143,2,1,205,29.000000
1528743712.623297,1,1,205,28.870000
1528743712.716392,3,1,205,28.690000
1528743715.609688,2,1,205,29.000000
1528743715.748246,1,1,205,28.810000
1528743715.842073,3,1,205,28.690000
1528743718.735038,2,1,205,29.000000
1528743718.874147,1,1,205,28.870000
1528743718.967668,3,1,205,28.690000
1528743721.860789,2,1,205,29.000000
1528743721.999424,1,1,205,28.810000
1528743722.094653,3,1,205,28.690000
1528743724.986222,2,1,205,29.000000
1528743725.125542,1,1,205,28.810000
1528743725.219203,3,1,205,28.690000
1528743728.112214,2,1,205,29.000000
1528743728.251269,1,1,205,28.810000
1528743728.346534,3,1,205,28.690000
1528743731.238046,2,1,205,29.000000
1528743731.376754,1,1,205,28.810000
1528743731.470317,3,1,205,28.690000
1528743734.363376,2,1,205,29.000000
1528743734.501578,1,1,205,28.870000
1528743734.596346,3,1,205,28.690000
1528743737.488112,2,1,205,29.000000
1528743737.626948,1,1,205,28.870000
1528743737.721085,3,1,205,28.690000
1528743740.613420,2,1,205,29.000000
1528743740.751491,1,1,205,28.810000
1528743740.846270,3,1,205,28.690000
1528743743.738791,2,1,205,29.000000
1528743743.880810,1,1,205,28.810000
1528743743.971714,3,1,205,28.690000
1528743746.864340,2,1,205,29.000000
1528743747.002632,1,1,205,28.870000
1528743747.097735,3,1,205,28.690000
1528743749.990224,2,1,205,29.000000
1528743750.128490,1,1,205,28.870000
1528743750.222623,3,1,205,28.690000
1528743753.115324,2,1,205,29.000000
1528743753.254227,1,1,205,28.810000
1528743753.348548,3,1,205,28.690000
1528743756.240876,2,1,205,29.000000
1528743756.378939,1,1,205,28.810000
1528743756.472702,3,1,205,28.690000
1528743759.365568,2,1,205,29.000000
1528743759.504113,1,1,205,28.810000
1528743759.598049,3,1,205,28.690000
1528743762.490563,2,1,205,29.000000
1528743762.629169,1,1,205,28.810000
1528743762.722932,3,1,205,28.690000
1528743765.616654,2,1,205,29.000000
1528743765.754395,1,1,205,28.870000
1528743765.849363,3,1,205,28.690000
1528743768.741657,2,1,205,29.000000
1528743768.880459,1,1,205,28.810000
1528743768.974346,3,1,205,28.690000
1528743771.867268,2,1,205,29.000000
1528743772.005649,1,1,205,28.810000
1528743772.101224,3,1,205,28.690000
1528743774.991973,2,1,205,29.000000
1528743775.131196,1,1,205,28.870000
1528743775.226965,3,1,205,28.690000
1528743778.117821,2,1,205,29.000000
1528743778.256873,1,1,205,28.870000
1528743778.351220,3,1,205,28.690000
1528743781.242908,2,1,205,29.000000
1528743781.381322,1,1,205,28.870000
1528743781.477062,3,1,205,28.690000
1528743784.368915,2,1,205,29.000000
1528743784.508278,1,1,205,28.810000
1528743784.601550,3,1,205,28.690000
1528743787.493659,2,1,205,29.000000
1528743787.632604,1,1,205,28.810000
1528743787.727825,3,1,205,28.690000
1528743790.618943,2,1,205,29.000000
1528743790.758208,1,1,205,28.810000
1528743790.853258,3,1,205,28.690000
1528743793.743904,2,1,205,29.000000
1528743793.887295,1,1,205,28.810000
1528743793.977735,3,1,205,28.690000
1528743796.869504,2,1,205,29.000000
1528743797.008576,1,1,205,28.870000
1528743797.102167,3,1,205,28.690000
1528743799.995512,2,1,205,29.000000
1528743800.134642,1,1,205,28.870000
1528743800.231436,3,1,205,28.690000
1528743803.120950,2,1,205,29.000000
1528743803.260029,1,1,205,28.810000
1528743803.354458,3,1,205,28.690000
1528743806.245852,2,1,205,29.000000
1528743806.384721,1,1,205,28.810000
1528743806.479006,3,1,205,28.690000
1528743809.371430,2,1,205,29.000000
1528743809.514188,1,1,205,28.870000
1528743809.605112,3,1,205,28.690000
1528743812.497252,2,1,205,29.000000
1528743812.637934,1,1,205,28.870000
1528743812.730848,3,1,205,28.690000
1528743815.623007,2,1,205,29.000000
1528743815.761375,1,1,205,28.870000
1528743815.857202,3,1,205,28.690000
1528743818.748260,2,1,205,29.000000
1528743818.887368,1,1,205,28.810000
1528743818.983070,3,1,205,28.690000
1528743821.873681,2,1,205,29.000000
1528743822.011484,1,1,205,28.810000
1528743822.106820,3,1,205,28.690000
1528743824.999454,2,1,205,29.000000
1528743825.138474,1,1,205,28.810000
1528743825.232808,3,1,205,28.690000
1528743828.125934,2,
